subject,sessionIndex,rep,H.period,DD.period.t,UD.period.t,H.t,DD.t.i,UD.t.i,H.i,DD.i.e,UD.i.e,H.e,DD.e.five,UD.e.five,H.five,DD.five.Shift.r,UD.five.Shift.r,H.Shift.r,DD.Shift.r.o,UD.Shift.r.o,H.o,DD.o.a,UD.o.a,H.a,DD.a.n,UD.a.n,H.n,DD.n.l,UD.n.l,H.l,DD.l.Return,UD.l.Return,H.Return
s043,2,28,0.08,0.56,0.48,0.08,0.4,0.32,0.08,0.16,0.08,0.0,0.32,0.32,0.08,0.56,0.48,0.0,0.4,0.4,0.08,0.16,0.08,0.08,0.16,0.08,0.16,0.32,0.16,0.08,0.4,0.32,0.0
s043,2,29,0.08,0.4,0.32,0.16,0.32,0.16,0.08,0.16,0.08,0.08,0.48,0.4,0.0,0.56,0.56,0.08,0.4,0.32,0.08,0.08,0.0,0.08,0.32,0.24,0.0,0.24,0.24,0.08,0.32,0.24,0.08
s043,2,30,0.08,0.48,0.4,0.08,0.32,0.24,0.08,0.08,0.0,0.16,0.4,0.24,0.08,0.48,0.4,0.08,0.4,0.32,0.16,0.16,0.0,0.08,0.24,0.16,0.0,0.24,0.24,0.08,0.24,0.16,0.08
s043,2,31,0.08,0.48,0.4,0.08,0.48,0.4,0.0,0.16,0.16,0.0,0.32,0.32,0.16,0.56,0.4,0.0,0.4,0.4,0.0,0.08,0.08,0.0,0.16,0.16,0.16,0.4,0.24,0.0,0.32,0.32,0.0
s043,2,32,0.08,0.32,0.24,0.08,0.32,0.24,0.08,0.16,0.08,0.0,0.4,0.4,0.0,0.56,0.56,0.0,0.32,0.32,0.08,0.08,0.0,0.08,0.24,0.16,0.08,0.32,0.24,0.08,0.32,0.24,0.08
s043,2,33,0.08,0.48,0.4,0.08,0.32,0.24,0.08,0.24,0.16,0.08,0.48,0.4,0.0,0.4,0.4,0.08,0.4,0.32,0.08,0.16,0.08,0.08,0.16,0.08,0.08,0.32,0.24,0.0,0.4,0.4,0.0
s043,2,34,0.16,0.48,0.32,0.0,0.32,0.32,0.08,0.16,0.08,0.08,0.32,0.24,0.08,0.48,0.4,0.08,0.48,0.4,0.0,0.08,0.08,0.08,0.16,0.08,0.08,0.32,0.24,0.0,0.24,0.24,0.08
s043,2,35,0.0,0.4,0.4,0.0,0.4,0.4,0.08,0.08,0.0,0.08,0.56,0.48,0.0,0.48,0.48,0.0,0.24,0.24,0.16,0.16,0.0,0.08,0.32,0.24,0.0,0.24,0.24,0.08,0.32,0.24,0.0
s043,2,36,0.08,0.56,0.48,0.0,0.32,0.32,0.08,0.16,0.08,0.08,0.48,0.4,0.0,0.48,0.48,0.08,0.48,0.4,0.08,0.16,0.08,0.08,0.32,0.24,0.0,0.24,0.24,0.0,0.4,0.4,0.0
s043,2,37,0.0,0.64,0.64,0.0,0.24,0.24,0.16,0.24,0.08,0.0,0.16,0.16,0.16,0.64,0.48,0.0,0.32,0.32,0.08,0.08,0.0,0.16,0.24,0.08,0.0,0.32,0.32,0.0,0.32,0.32,0.08
s043,2,38,0.0,0.48,0.48,0.0,0.32,0.32,0.08,0.08,0.0,0.16,0.4,0.24,0.0,0.48,0.48,0.08,0.32,0.24,0.08,0.08,0.0,0.16,0.32,0.16,0.0,0.24,0.24,0.08,0.32,0.24,0.0
s043,2,39,0.16,0.56,0.4,0.0,0.24,0.24,0.16,0.32,0.16,0.08,0.32,0.24,0.08,0.4,0.32,0.0,0.4,0.4,0.0,0.16,0.16,0.16,0.16,0.0,0.08,0.24,0.16,0.08,0.32,0.24,0.08
s043,2,40,0.08,0.4,0.32,0.08,0.4,0.32,0.0,0.16,0.16,0.08,1.36,1.28,0.0,0.88,0.88,0.0,0.4,0.4,0.08,0.16,0.08,0.0,0.16,0.16,0.0,0.24,0.24,0.08,0.32,0.24,0.08
s043,2,41,0.08,0.56,0.48,0.16,0.4,0.24,0.08,0.16,0.08,0.08,0.64,0.56,0.08,0.72,0.64,0.08,0.4,0.32,0.08,0.08,0.0,0.08,0.24,0.16,0.0,0.24,0.24,0.08,0.32,0.24,0.0
s043,2,42,0.08,0.4,0.32,0.16,0.32,0.16,0.16,0.16,0.0,0.08,0.4,0.32,0.08,0.64,0.56,0.0,0.32,0.32,0.08,0.16,0.08,0.08,0.16,0.08,0.08,0.32,0.24,0.08,0.32,0.24,0.08
s043,2,43,0.08,0.72,0.64,0.08,0.32,0.24,0.16,0.24,0.08,0.08,0.32,0.24,0.08,0.96,0.88,0.08,0.48,0.4,0.08,0.08,0.0,0.16,0.24,0.08,0.08,0.64,0.56,0.0,0.4,0.4,0.0
s043,2,44,0.0,0.56,0.56,0.08,0.32,0.24,0.08,0.08,0.0,0.16,0.96,0.8,0.08,0.4,0.32,0.08,0.4,0.32,0.08,0.08,0.0,0.08,0.16,0.08,0.08,0.48,0.4,0.0,0.32,0.32,0.0
s043,2,45,0.0,0.48,0.48,0.0,0.32,0.32,0.0,0.08,0.08,0.08,0.24,0.16,0.08,0.56,0.48,0.08,0.4,0.32,0.0,0.08,0.08,0.08,0.24,0.16,0.08,0.32,0.24,0.0,0.24,0.24,0.0
s043,2,46,0.08,0.48,0.4,0.08,0.32,0.24,0.0,0.16,0.16,0.08,0.24,0.16,0.16,0.64,0.48,0.08,0.4,0.32,0.16,0.16,0.0,0.08,0.24,0.16,0.08,0.32,0.24,0.08,0.24,0.16,0.08
s043,2,47,0.08,0.48,0.4,0.08,0.24,0.16,0.08,0.16,0.08,0.08,0.4,0.32,0.0,0.56,0.56,0.0,0.32,0.32,0.08,0.08,0.0,0.08,0.24,0.16,0.08,0.32,0.24,0.0,0.32,0.32,0.08
s043,2,48,0.0,0.48,0.48,0.0,0.32,0.32,0.0,0.08,0.08,0.16,0.4,0.24,0.0,0.48,0.48,0.08,0.4,0.32,0.16,0.16,0.0,0.08,0.32,0.24,0.0,0.24,0.24,0.08,0.24,0.16,0.08
s043,2,49,0.0,0.48,0.48,0.08,0.24,0.16,0.08,0.24,0.16,0.08,0.8,0.72,0.08,0.56,0.48,0.16,0.4,0.24,0.08,0.08,0.0,0.16,0.32,0.16,0.0,0.32,0.32,0.0,0.32,0.32,0.0
s043,2,50,0.0,0.32,0.32,0.08,0.4,0.32,0.08,0.16,0.08,0.08,0.48,0.4,0.08,1.2,1.12,0.0,0.32,0.32,0.08,0.08,0.0,0.08,0.24,0.16,0.08,0.32,0.24,0.0,0.16,0.16,0.08
s043,3,1,0.08,0.16,0.08,0.16,0.88,0.72,0.0,0.08,0.08,0.16,1.12,0.96,0.0,0.88,0.88,0.0,0.8,0.8,0.16,0.16,0.0,0.08,0.08,0.0,0.08,0.4,0.32,0.08,0.24,0.16,0.08
s043,3,2,0.08,1.44,1.36,0.0,0.56,0.56,0.0,0.08,0.08,0.08,0.56,0.48,0.08,0.8,0.72,0.08,0.64,0.56,0.08,0.24,0.16,0.08,0.24,0.16,0.08,0.48,0.4,0.0,0.32,0.32,0.08
s043,3,3,0.0,1.28,1.28,0.08,0.8,0.72,0.16,0.16,0.0,0.08,0.32,0.24,0.08,0.72,0.64,0.0,0.48,0.48,0.0,0.16,0.16,0.16,0.16,0.0,0.08,0.32,0.24,0.16,0.32,0.16,0.08
s043,3,4,0.16,0.88,0.72,0.16,0.24,0.08,0.0,0.4,0.4,0.0,0.48,0.48,0.08,0.56,0.48,0.08,0.56,0.48,0.08,0.08,0.0,0.16,0.24,0.08,0.08,0.32,0.24,0.08,0.48,0.4,0.08
s043,3,5,0.0,1.28,1.28,0.16,0.96,0.8,0.08,0.16,0.08,0.08,0.72,0.64,0.08,0.4,0.32,0.16,0.48,0.32,0.16,0.16,0.0,0.08,0.24,0.16,0.0,0.32,0.32,0.0,0.32,0.32,0.0
s043,3,6,0.08,0.56,0.48,0.0,0.16,0.16,0.08,0.32,0.24,0.08,0.48,0.4,0.0,0.4,0.4,0.0,0.48,0.48,0.16,0.32,0.16,0.08,0.4,0.32,0.08,0.56,0.48,0.0,0.32,0.32,0.0
s043,3,7,0.16,0.96,0.8,0.08,0.24,0.16,0.08,0.32,0.24,0.08,0.48,0.4,0.08,0.64,0.56,0.0,0.48,0.48,0.0,0.08,0.08,0.08,0.4,0.32,0.08,0.32,0.24,0.08,0.32,0.24,0.0
s043,3,8,0.08,0.72,0.64,0.08,0.24,0.16,0.08,0.32,0.24,0.08,0.48,0.4,0.08,0.48,0.4,0.08,0.48,0.4,0.0,0.08,0.08,0.08,0.24,0.16,0.08,0.48,0.4,0.08,0.32,0.24,0.08
s043,3,9,0.08,1.28,1.2,0.0,0.4,0.4,0.08,0.16,0.08,0.08,0.4,0.32,0.16,0.72,0.56,0.08,0.56,0.48,0.16,0.16,0.0,0.08,0.24,0.16,0.08,0.32,0.24,0.08,0.32,0.24,0.08
s043,3,10,0.0,0.32,0.32,0.08,0.32,0.24,0.08,0.16,0.08,0.08,0.48,0.4,0.08,0.72,0.64,0.16,0.64,0.48,0.0,0.0,0.0,0.16,0.24,0.08,0.08,0.24,0.16,0.08,0.32,0.24,0.08
s043,3,11,0.08,0.48,0.4,0.08,0.16,0.08,0.16,0.32,0.16,0.08,0.48,0.4,0.08,0.64,0.56,0.08,0.4,0.32,0.08,0.08,0.0,0.16,0.24,0.08,0.08,0.32,0.24,0.08,0.32,0.24,0.0
s043,3,12,0.08,0.4,0.32,0.08,0.32,0.24,0.0,0.32,0.32,0.0,0.32,0.32,0.08,0.64,0.56,0.0,0.4,0.4,0.08,0.08,0.0,0.24,0.32,0.08,0.0,0.24,0.24,0.08,0.32,0.24,0.0
s043,3,13,0.08,0.4,0.32,0.08,0.16,0.08,0.16,0.32,0.16,0.08,0.4,0.32,0.0,0.56,0.56,0.0,0.32,0.32,0.08,0.16,0.08,0.16,0.32,0.16,0.08,0.4,0.32,0.08,0.32,0.24,0.0
s043,3,14,0.08,0.64,0.56,0.08,0.16,0.08,0.08,0.32,0.24,0.08,0.4,0.32,0.16,0.72,0.56,0.0,0.4,0.4,0.0,0.16,0.16,0.08,0.4,0.32,0.08,0.4,0.32,0.0,0.32,0.32,0.08
s043,3,15,0.0,0.48,0.48,0.16,0.24,0.08,0.08,0.24,0.16,0.08,0.48,0.4,0.16,0.56,0.4,0.0,0.32,0.32,0.08,0.08,0.0,0.16,0.32,0.16,0.0,0.24,0.24,0.08,0.32,0.24,0.08
s043,3,16,0.08,0.32,0.24,0.08,0.16,0.08,0.08,0.32,0.24,0.08,0.32,0.24,0.08,0.56,0.48,0.08,0.48,0.4,0.08,0.08,0.0,0.16,0.24,0.08,0.0,0.32,0.32,0.08,0.24,0.16,0.08
s043,3,17,0.08,0.24,0.16,0.16,0.16,0.0,0.08,0.32,0.24,0.08,0.4,0.32,0.0,0.48,0.48,0.0,0.32,0.32,0.08,0.16,0.08,0.08,0.24,0.16,0.0,0.32,0.32,0.0,0.16,0.16,0.16
s043,3,18,0.0,0.64,0.64,0.08,0.32,0.24,0.0,0.16,0.16,0.08,0.32,0.24,0.0,0.4,0.4,0.16,0.48,0.32,0.08,0.08,0.0,0.08,0.24,0.16,0.08,0.32,0.24,0.0,0.24,0.24,0.08
s043,3,19,0.08,0.72,0.64,0.08,0.32,0.24,0.0,0.16,0.16,0.08,0.88,0.8,0.0,0.96,0.96,0.0,0.4,0.4,0.08,0.08,0.0,0.16,0.24,0.08,0.0,0.32,0.32,0.08,0.32,0.24,0.08
s043,3,20,0.0,0.16,0.16,0.08,0.24,0.16,0.08,0.4,0.32,0.0,0.24,0.24,0.08,0.48,0.4,0.0,0.56,0.56,0.08,0.08,0.0,0.16,0.24,0.08,0.16,0.32,0.16,0.08,0.48,0.4,0.0
s043,3,21,0.08,0.4,0.32,0.08,0.16,0.08,0.08,0.32,0.24,0.0,0.4,0.4,0.0,0.48,0.48,0.08,0.56,0.48,0.08,0.08,0.0,0.08,0.16,0.08,0.08,0.32,0.24,0.08,0.32,0.24,0.08
s043,3,22,0.0,0.32,0.32,0.08,0.24,0.16,0.0,0.64,0.64,0.08,0.88,0.8,0.08,0.64,0.56,0.0,0.48,0.48,0.0,0.0,0.0,0.16,0.16,0.0,0.08,0.32,0.24,0.08,0.32,0.24,0.0
s043,3,23,0.16,0.56,0.4,0.0,0.08,0.08,0.16,0.48,0.32,0.08,0.72,0.64,0.08,0.48,0.4,0.08,0.4,0.32,0.16,0.16,0.0,0.08,0.16,0.08,0.08,0.24,0.16,0.08,0.24,0.16,0.08
s043,3,24,0.0,0.16,0.16,0.08,0.16,0.08,0.08,0.24,0.16,0.08,0.4,0.32,0.0,0.56,0.56,0.08,0.48,0.4,0.08,0.08,0.0,0.08,0.24,0.16,0.0,0.24,0.24,0.08,0.24,0.16,0.08
s043,3,25,0.08,0.4,0.32,0.0,0.24,0.24,0.08,0.16,0.08,0.08,0.48,0.4,0.0,0.56,0.56,0.0,0.24,0.24,0.16,0.16,0.0,0.08,0.24,0.16,0.0,0.24,0.24,0.08,0.24,0.16,0.08
s043,3,26,0.0,0.32,0.32,0.08,0.16,0.08,0.08,0.24,0.16,0.16,0.56,0.4,0.0,0.48,0.48,0.0,0.4,0.4,0.08,0.08,0.0,0.08,0.24,0.16,0.0,0.24,0.24,0.16,0.32,0.16,0.08
s043,3,27,0.08,0.24,0.16,0.08,0.24,0.16,0.0,0.24,0.24,0.08,0.32,0.24,0.08,0.56,0.48,0.08,0.4,0.32,0.08,0.08,0.0,0.16,0.32,0.16,0.0,0.24,0.24,0.0,0.24,0.24,0.08
s043,3,28,0.0,12.48,12.48,0.0,0.16,0.16,0.08,0.64,0.56,0.08,0.64,0.56,0.0,1.04,1.04,0.16,1.04,0.88,0.16,0.16,0.0,0.08,0.16,0.08,0.08,0.32,0.24,0.08,0.4,0.32,0.16
s043,3,29,0.08,0.24,0.16,0.08,0.16,0.08,0.08,0.24,0.16,0.08,0.4,0.32,0.08,0.96,0.88,0.0,0.4,0.4,0.0,0.0,0.0,0.16,0.32,0.16,0.0,0.24,0.24,0.08,0.32,0.24,0.0
s043,3,30,0.08,0.4,0.32,0.08,0.16,0.08,0.08,0.32,0.24,0.08,0.4,0.32,0.16,0.56,0.4,0.08,0.4,0.32,0.08,0.08,0.0,0.16,0.24,0.08,0.08,0.24,0.16,0.08,0.32,0.24,0.0
s043,3,31,0.0,0.32,0.32,0.08,0.16,0.08,0.08,0.32,0.24,0.08,0.4,0.32,0.0,0.48,0.48,0.08,0.64,0.56,0.08,0.16,0.08,0.08,0.4,0.32,0.0,0.24,0.24,0.16,0.4,0.24,0.0
s043,3,32,0.16,0.48,0.32,0.0,0.24,0.24,0.0,0.16,0.16,0.16,0.4,0.24,0.0,0.56,0.56,0.0,0.4,0.4,0.0,0.0,0.0,0.16,0.24,0.08,0.16,0.32,0.16,0.08,0.48,0.4,0.08
s043,3,33,0.0,0.24,0.24,0.08,0.24,0.16,0.0,0.32,0.32,0.0,0.4,0.4,0.0,0.56,0.56,0.16,0.64,0.48,0.08,0.16,0.08,0.08,0.32,0.24,0.0,0.32,0.32,0.16,0.64,0.48,0.0
s043,3,34,0.08,0.16,0.08,0.08,0.56,0.48,0.08,0.16,0.08,0.16,0.72,0.56,0.08,0.48,0.4,0.08,0.48,0.4,0.0,0.08,0.08,0.16,0.32,0.16,0.08,0.32,0.24,0.0,0.24,0.24,0.08
s043,3,35,0.0,0.24,0.24,0.08,0.16,0.08,0.08,0.24,0.16,0.16,0.4,0.24,0.0,0.56,0.56,0.08,0.48,0.4,0.0,0.0,0.0,0.16,0.24,0.08,0.0,0.24,0.24,0.08,0.32,0.24,0.0
s043,3,36,0.16,0.24,0.08,0.08,0.16,0.08,0.08,0.24,0.16,0.08,0.48,0.4,0.08,0.64,0.56,0.08,0.48,0.4,0.0,0.08,0.08,0.08,0.24,0.16,0.0,0.56,0.56,0.08,0.48,0.4,0.08
s043,3,37,0.16,0.56,0.4,0.08,0.16,0.08,0.08,0.32,0.24,0.16,0.72,0.56,0.0,1.04,1.04,0.0,0.4,0.4,0.0,0.08,0.08,0.08,0.24,0.16,0.0,0.16,0.16,0.16,0.32,0.16,0.08
s043,3,38,0.16,0.64,0.48,0.0,0.16,0.16,0.08,0.32,0.24,0.16,0.48,0.32,0.0,0.48,0.48,0.08,0.48,0.4,0.0,0.0,0.0,0.16,0.32,0.16,0.08,0.24,0.16,0.08,0.24,0.16,0.08
s043,3,39,0.0,0.32,0.32,0.08,0.16,0.08,0.08,0.24,0.16,0.08,1.92,1.84,0.08,0.48,0.4,0.08,0.48,0.4,0.0,0.08,0.08,0.08,0.16,0.08,0.08,0.24,0.16,0.08,0.4,0.32,0.0
s043,3,40,0.08,0.08,0.0,0.16,0.24,0.08,0.08,0.32,0.24,0.0,0.4,0.4,0.08,0.48,0.4,0.0,0.48,0.48,0.08,0.16,0.08,0.08,0.16,0.08,0.08,0.32,0.24,0.0,0.32,0.32,0.0
s043,3,41,0.08,0.24,0.16,0.08,0.16,0.08,0.08,0.32,0.24,0.0,0.32,0.32,0.08,0.56,0.48,0.08,0.4,0.32,0.08,0.16,0.08,0.16,0.32,0.16,0.0,0.32,0.32,0.0,0.24,0.24,0.08
s043,3,42,0.0,0.16,0.16,0.16,0.24,0.08,0.08,0.24,0.16,0.16,0.48,0.32,0.0,0.48,0.48,0.0,0.4,0.4,0.08,0.08,0.0,0.16,0.32,0.16,0.0,0.24,0.24,0.08,0.24,0.16,0.08
s043,3,43,0.0,0.4,0.4,0.0,0.16,0.16,0.0,0.16,0.16,0.16,0.48,0.32,0.08,0.48,0.4,0.08,0.4,0.32,0.08,0.24,0.16,0.08,0.16,0.08,0.0,0.24,0.24,0.08,0.32,0.24,0.0
s043,3,44,0.0,0.24,0.24,0.08,0.16,0.08,0.08,0.32,0.24,0.08,0.32,0.24,0.08,0.4,0.32,0.16,0.56,0.4,0.0,0.08,0.08,0.16,0.24,0.08,0.08,0.32,0.24,0.0,0.24,0.24,0.08
s043,3,45,0.0,0.32,0.32,0.08,0.16,0.08,0.16,0.32,0.16,0.08,0.24,0.16,0.08,0.72,0.64,0.0,0.32,0.32,0.08,0.16,0.08,0.16,0.16,0.0,0.08,0.32,0.24,0.0,0.24,0.24,0.08
s043,3,46,0.0,0.16,0.16,0.08,0.16,0.08,0.08,0.24,0.16,0.08,0.72,0.64,0.08,0.56,0.48,0.0,0.56,0.56,0.0,0.08,0.08,0.16,0.32,0.16,0.08,0.32,0.24,0.0,0.32,0.32,0.0
s043,3,47,0.0,0.32,0.32,0.08,0.08,0.0,0.08,0.32,0.24,0.08,0.56,0.48,0.08,0.56,0.48,0.08,0.64,0.56,0.0,0.08,0.08,0.16,0.16,0.0,0.08,0.32,0.24,0.08,0.32,0.24,0.0
s043,3,48,0.08,0.24,0.16,0.08,0.24,0.16,0.0,0.24,0.24,0.08,0.72,0.64,0.08,0.64,0.56,0.0,0.88,0.88,0.0,0.16,0.16,0.16,0.96,0.8,0.0,0.24,0.24,0.08,0.32,0.24,0.08
s043,3,49,0.0,0.16,0.16,0.16,0.24,0.08,0.08,0.72,0.64,0.08,0.32,0.24,0.08,0.56,0.48,0.08,0.4,0.32,0.08,0.08,0.0,0.08,0.24,0.16,0.08,0.32,0.24,0.0,0.32,0.32,0.0
s043,3,50,0.0,0.24,0.24,0.16,0.24,0.08,0.08,0.24,0.16,0.08,0.56,0.48,0.0,0.32,0.32,0.08,0.4,0.32,0.08,0.08,0.0,0.08,0.24,0.16,0.08,0.32,0.24,0.0,0.24,0.24,0.0
s043,4,1,0.08,0.08,0.0,0.16,0.48,0.32,0.08,0.24,0.16,0.08,0.56,0.48,0.08,0.88,0.8,0.08,0.72,0.64,0.0,0.16,0.16,0.08,0.16,0.08,0.0,0.32,0.32,0.08,0.32,0.24,0.0
s043,4,2,0.08,0.16,0.08,0.08,0.24,0.16,0.16,0.4,0.24,0.08,0.48,0.4,0.0,0.64,0.64,0.16,0.88,0.72,0.0,0.0,0.0,0.16,0.24,0.08,0.16,0.48,0.32,0.0,0.24,0.24,0.0
s043,4,3,0.08,0.64,0.56,0.0,0.16,0.16,0.0,0.4,0.4,0.08,0.48,0.4,0.08,0.72,0.64,0.0,0.64,0.64,0.16,0.16,0.0,0.16,0.24,0.08,0.08,0.32,0.24,0.08,0.4,0.32,0.0
s043,4,4,0.08,0.4,0.32,0.16,0.32,0.16,0.08,0.32,0.24,0.08,0.72,0.64,0.08,0.56,0.48,0.08,0.56,0.48,0.08,0.16,0.08,0.08,0.4,0.32,0.08,0.32,0.24,0.08,0.48,0.4,0.0
s043,4,5,0.16,0.56,0.4,0.16,0.32,0.16,0.0,0.24,0.24,0.16,0.72,0.56,0.0,0.64,0.64,0.08,0.48,0.4,0.08,0.08,0.0,0.16,0.32,0.16,0.0,0.32,0.32,0.0,0.32,0.32,0.08
s043,4,6,0.08,0.72,0.64,0.08,0.16,0.08,0.08,0.24,0.16,0.16,0.4,0.24,0.08,0.64,0.56,0.08,0.64,0.56,0.0,0.08,0.08,0.16,0.24,0.08,0.0,0.24,0.24,0.08,0.4,0.32,0.0
s043,4,7,0.0,0.48,0.48,0.0,0.16,0.16,0.0,0.4,0.4,0.0,0.32,0.32,0.08,0.56,0.48,0.08,0.48,0.4,0.08,0.08,0.0,0.08,0.24,0.16,0.08,0.32,0.24,0.0,0.32,0.32,0.08
s043,4,8,0.08,0.48,0.4,0.16,0.24,0.08,0.08,0.32,0.24,0.08,0.32,0.24,0.08,0.56,0.48,0.08,0.48,0.4,0.08,0.16,0.08,0.08,0.16,0.08,0.08,0.32,0.24,0.08,0.32,0.24,0.08
s043,4,9,0.08,0.4,0.32,0.0,0.24,0.24,0.08,0.24,0.16,0.08,0.48,0.4,0.08,0.4,0.32,0.08,0.56,0.48,0.0,0.0,0.0,0.16,0.32,0.16,0.08,0.32,0.24,0.16,0.4,0.24,0.0
s043,4,10,0.08,0.4,0.32,0.08,0.24,0.16,0.08,0.4,0.32,0.08,0.4,0.32,0.08,0.56,0.48,0.08,0.56,0.48,0.08,0.16,0.08,0.16,0.32,0.16,0.0,0.32,0.32,0.0,0.24,0.24,0.08
s043,4,11,0.08,0.56,0.48,0.08,0.24,0.16,0.08,0.32,0.24,0.0,0.48,0.48,0.08,0.56,0.48,0.0,0.32,0.32,0.08,0.16,0.08,0.08,0.16,0.08,0.16,0.4,0.24,0.08,0.4,0.32,0.0
s043,4,12,0.0,0.24,0.24,0.08,0.32,0.24,0.0,0.24,0.24,0.08,0.8,0.72,0.08,0.88,0.8,0.0,0.48,0.48,0.0,0.16,0.16,0.16,0.16,0.0,0.08,0.32,0.24,0.08,0.24,0.16,0.08
s043,4,13,0.08,0.48,0.4,0.0,0.16,0.16,0.16,0.24,0.08,0.08,0.56,0.48,0.08,0.48,0.4,0.0,0.4,0.4,0.08,0.08,0.0,0.16,0.24,0.08,0.08,0.4,0.32,0.0,0.24,0.24,0.0
s043,4,14,0.08,0.32,0.24,0.0,0.16,0.16,0.08,0.32,0.24,0.0,0.32,0.32,0.08,0.48,0.4,0.0,0.4,0.4,0.08,0.24,0.16,0.0,0.16,0.16,0.0,0.24,0.24,0.08,0.32,0.24,0.08
s043,4,15,0.08,0.64,0.56,0.08,0.24,0.16,0.0,0.32,0.32,0.0,0.32,0.32,0.16,0.64,0.48,0.08,0.4,0.32,0.0,0.16,0.16,0.16,0.24,0.08,0.08,0.24,0.16,0.08,0.4,0.32,0.0
s043,4,16,0.0,0.24,0.24,0.08,0.24,0.16,0.08,0.32,0.24,0.08,0.4,0.32,0.08,0.48,0.4,0.0,0.4,0.4,0.0,0.08,0.08,0.08,0.24,0.16,0.16,0.4,0.24,0.08,0.32,0.24,0.08
s043,4,17,0.08,0.48,0.4,0.08,0.24,0.16,0.0,0.32,0.32,0.08,0.32,0.24,0.08,1.28,1.2,0.0,0.56,0.56,0.08,0.08,0.0,0.16,0.32,0.16,0.0,0.4,0.4,0.0,0.24,0.24,0.08
s043,4,18,0.08,0.56,0.48,0.08,0.24,0.16,0.0,0.16,0.16,0.16,0.4,0.24,0.16,0.72,0.56,0.0,0.48,0.48,0.0,0.16,0.16,0.0,0.16,0.16,0.08,0.32,0.24,0.08,0.4,0.32,0.08
s043,4,19,0.08,0.56,0.48,0.08,0.24,0.16,0.08,0.24,0.16,0.08,0.32,0.24,0.08,0.56,0.48,0.08,0.56,0.48,0.0,0.08,0.08,0.0,0.24,0.24,0.0,0.24,0.24,0.08,0.4,0.32,0.0
s043,4,20,0.0,0.32,0.32,0.08,0.16,0.08,0.08,0.24,0.16,0.16,0.4,0.24,0.08,0.8,0.72,0.08,0.48,0.4,0.08,0.16,0.08,0.08,0.24,0.16,0.0,0.24,0.24,0.08,0.32,0.24,0.08
s043,4,21,0.08,0.24,0.16,0.08,0.24,0.16,0.08,0.24,0.16,0.08,0.4,0.32,0.08,0.48,0.4,0.08,0.48,0.4,0.08,0.08,0.0,0.16,0.32,0.16,0.0,0.32,0.32,0.0,0.24,0.24,0.0
s043,4,22,0.0,0.32,0.32,0.08,0.24,0.16,0.0,0.24,0.24,0.08,0.32,0.24,0.08,0.64,0.56,0.0,0.4,0.4,0.08,0.16,0.08,0.08,0.16,0.08,0.16,0.4,0.24,0.0,0.32,0.32,0.0
s043,4,23,0.08,0.32,0.24,0.08,0.16,0.08,0.16,0.32,0.16,0.16,0.48,0.32,0.0,0.48,0.48,0.16,0.48,0.32,0.0,0.08,0.08,0.08,0.24,0.16,0.08,0.32,0.24,0.16,0.4,0.24,0.08
s043,4,24,0.16,0.32,0.16,0.08,0.24,0.16,0.08,0.16,0.08,0.08,0.48,0.4,0.0,0.56,0.56,0.0,0.4,0.4,0.08,0.08,0.0,0.08,0.32,0.24,0.0,0.24,0.24,0.08,0.24,0.16,0.16
s043,4,25,0.08,0.64,0.56,0.08,0.24,0.16,0.08,0.32,0.24,0.0,0.4,0.4,0.16,0.56,0.4,0.0,0.48,0.48,0.0,0.0,0.0,0.16,0.32,0.16,0.0,0.24,0.24,0.08,0.32,0.24,0.08
s043,4,26,0.08,0.32,0.24,0.08,0.24,0.16,0.0,0.16,0.16,0.16,0.48,0.32,0.0,0.48,0.48,0.08,0.48,0.4,0.0,0.08,0.08,0.08,0.16,0.08,0.08,0.4,0.32,0.0,0.4,0.4,0.0
s043,4,27,0.08,0.4,0.32,0.08,0.16,0.08,0.08,0.32,0.24,0.0,0.32,0.32,0.08,0.48,0.4,0.16,0.56,0.4,0.0,0.08,0.08,0.16,0.24,0.08,0.0,0.32,0.32,0.0,0.4,0.4,0.08
s043,4,28,0.08,0.32,0.24,0.08,0.24,0.16,0.08,0.16,0.08,0.08,0.48,0.4,0.0,0.56,0.56,0.0,0.4,0.4,0.08,0.08,0.0,0.08,0.16,0.08,0.16,0.4,0.24,0.08,0.4,0.32,0.0
s043,4,29,0.08,0.4,0.32,0.0,0.16,0.16,0.08,0.32,0.24,0.08,0.48,0.4,0.0,0.48,0.48,0.08,0.48,0.4,0.08,0.16,0.08,0.08,0.16,0.08,0.16,0.32,0.16,0.08,0.4,0.32,0.16
s043,4,30,0.08,0.4,0.32,0.08,0.16,0.08,0.08,0.24,0.16,0.16,0.48,0.32,0.08,0.56,0.48,0.08,0.48,0.4,0.08,0.24,0.16,0.08,0.16,0.08,0.08,0.32,0.24,0.08,0.4,0.32,0.0
s043,4,31,0.0,0.16,0.16,0.16,0.24,0.08,0.08,0.24,0.16,0.0,0.4,0.4,0.08,0.56,0.48,0.08,0.48,0.4,0.0,0.0,0.0,0.08,0.32,0.24,0.0,0.24,0.24,0.08,0.4,0.32,0.0
s043,4,32,0.16,0.32,0.16,0.0,0.16,0.16,0.08,0.24,0.16,0.08,0.4,0.32,0.08,0.56,0.48,0.0,0.4,0.4,0.08,0.08,0.0,0.08,0.32,0.24,0.0,0.24,0.24,0.0,0.32,0.32,0.0
